Pozo,YACIMIENTO,ZONA,STATUS2024,Petroleo(bopd),Oil Cum (MSTB),Cum Parinas(MSTB),Cum Verdun (MSTB),Cum Mogollon (MSTB),Cum Talara(MSTB)
573,NEGRITOS,O,APA,0.19,21.171,0,0,0,0
5736,VERDUNALTO,E,PROD,2.19,147.591,0,0,147.6,0
574,NEGRITOS,O,APA,0.1,17.419,0,0,0,0
5740,VERDUNALTO,E,PROD,3.41,97.396,0,0,93,0
575,NEGRITOS,O,APA,0.69,23.27,0,0,23.3,0
576,NEGRITOS,O,ATA,0.35,34.287,0,0,34.3,0
5765,VERDUNALTO,E,PROD,1.71,104.68,0,0,0,0
577,NEGRITOS,O,ATA,0.55,49.015,0,0,49,0
5770,LAGUNITOS,S,DPA,,0,0,0,0,0
5774,ANCHA,E,PROD,0.85,23.476,0,23.5,0,0
578,NEGRITOS,O,DPA,,0,0,0,0,0
5780,LAGUNITOS,S,DPA,,0,0,0,0,0
579,NEGRITOS,O,ATA,0.94,40.341,0,0,40.3,0
5791,ANCHA,E,PROD,1.06,40.776,0,40.8,0,0
58,NEGRITOS,O,APA,0.23,0.47,0,0,0.5,0
580,NEGRITOS,O,APA,0.57,30.45,0,0,30.4,0
581,NEGRITOS,O,ATA,0.04,21.307,0,0,21.3,0
582,NEGRITOS,O,APA,0.3,27.805,0,0,27.8,0
583,NEGRITOS,O,ATA,0.03,43.831,0,0,0,0
5839,ANCHA,E,PROD,0.97,39.907,0,39.9,0,0
584,NEGRITOS,O,ATA,0.71,27.372,0,0,27.4,0
585,NEGRITOS,O,DPA,,0,0,0,0,0
586,NEGRITOS,O,ATA,0.35,18.981,0,0,19,0
587,NEGRITOS,O,APA,0.16,20.961,0,0,21,0
588,NEGRITOS,O,APA,0.1,7.926,0,0,7.9,0
589,NEGRITOS,O,ATA,0.61,40.007,0,0,40,0
59,NEGRITOS,O,APA,0.03,34.402,0,0,34.4,0
590,NEGRITOS,O,APA,0.06,20.414,0,0,20.4,0
592,NEGRITOS,O,DPA,,0,0,0,0,0
594,NEGRITOS,O,APA,0.32,10.158,0,0,10.2,0
595,NEGRITOS,O,ATA,0.55,31.201,0,0,31.2,0
596,NEGRITOS,O,DPA,,0,0,0,0,0
597,NEGRITOS,O,APA,0.19,8.671,0,0,8.7,0
598,NEGRITOS,O,DPA,,0,0,0,0,0
599,NEGRITOS,O,ATA,0.33,60.433,0,0,60.4,0
5L,NEGRITOS,O,APA,,0,0,0,0,0
60,NEGRITOS,O,ATA,0.61,48.287,0,0,48.3,0
600,NEGRITOS,O,ATA,0.2,52.162,0,0,52.2,0
6001,VERDUNALTO,E,PROD,2.55,142.362,0,0,140.9,0
601,NEGRITOS,O,ATA,1.39,44.447,0,0,44.4,0
602,NEGRITOS,O,ATA,1.03,59.324,0,0,59.3,0
6020,SANDINO,E,PROD,1.28,33.452,0,0,0,0
603,NEGRITOS,O,ATA,0.45,40.332,0,0,40.3,0
604,NEGRITOS,O,APA,0.2,22.894,0,0,0,0
6045,RAMON,E,ATA,0.18,0.182,0,0.2,0,0
605,NEGRITOS,O,APA,0.42,8.687,0,0,8.7,0
606,SIETEVIENTOS,O,DPA,,0,0,0,0,0
6062,VERDUNALTO,E,INYA,1.03,31.633,0,0,30.3,0
6064,VERDUNALTO,E,PROD,1.46,54.696,0,0,51.8,0
607,NEGRITOS,O,APA,0.9,26.237,0,0,26.2,0
608,NEGRITOS,O,APA,0.13,18.954,0,0,0,0
609,NEGRITOS,O,ATA,1.52,36.552,0,0,36.6,0
61,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
610,LAGUNITOS,S,DPA,,0,0,0,0,0
611,NEGRITOS,O,APA,0.9,28.913,0,0,28.9,0
612,NEGRITOS,O,ATA,1.52,42.602,0,0,42.6,0
6120,LAGUNITOS,S,DPA,0.33,60.778,0,60.8,0,0
6120A,LAGUNITOS,S,PROD,5.58,387.627,232.6,13.6,141.4,0
613,NEGRITOS,O,ATA,0.58,61.782,0,0,61.8,0
614,NEGRITOS,O,ATA,0.94,35.711,0,0,35.7,0
6142,VERDUNALTO,E,PROD,1.72,83.603,0,0,83.6,0
6144,SIETEVIENTOS,O,APA,0.16,0.005,0,0,0,0
615,NEGRITOS,O,APA,0.61,24.207,0,0,24.2,0
616,NEGRITOS,O,ATA,0.4,53.054,0,0,53.1,0
617,NEGRITOS,O,APA,0.68,87.724,0,0,87.7,0
618,NEGRITOS,O,ATA,0.26,14.19,0,0,14.2,0
6188,SIETEVIENTOS,O,APA,0.13,0.004,0,0,0,0
619,NEGRITOS,O,APA,0.67,31.433,0,0,31.4,0
62,NEGRITOS,O,ATA,0.61,12.248,0,0,12.2,0
620,NEGRITOS,O,APA,0.4,33.31,0,0,33.3,0
621,LOMITOS,E,DPA,,0,0,0,0,0
622,NEGRITOS,O,DPA,,0,0,0,0,0
622A,LOMITOS,E,APA,0.29,13.767,0,0,13.8,0
623,NEGRITOS,O,ATA,0,130.386,0,0,0,0
624,NEGRITOS,O,APA,5.37,14.604,0,0,0,0
625,NEGRITOS,O,ATA,0.4,55.294,0,0,55.3,0
626,NEGRITOS,O,ATA,1.71,53.58,0,0,53.6,0
627,NEGRITOS,O,ATA,0.45,70.079,0,0,70.1,0
628,NEGRITOS,O,APA,1.06,28.393,0,0,28.4,0
6284,RIOVERDE,E,PROD,1.72,47.021,0,0,47,0
629,NEGRITOS,O,ATA,1.57,40.973,0,0,41,0
63,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
630,NEGRITOS,O,APA,0.83,20.306,0,0,20.3,0
631,NEGRITOS,O,DPA,,0,0,0,0,0
6311,SILLA,E,PROD,0.27,42.978,0,43,0,0
632,NEGRITOS,O,APA,0.94,58.109,0,0,58.1,0
633,NEGRITOS,O,DPA,,0,0,0,0,0
6332,LOMITOS,E,ATA,0.67,0.02,0,0,0,0
634,NEGRITOS,O,APA,0.87,14.282,0,0,14.3,0
635,NEGRITOS,O,DPA,,0,0,0,0,0
636,NEGRITOS,O,ATA,5.54,109.247,0,0,109.2,0
637,NEGRITOS,O,APA,0.06,8.969,0,0,9,0
638,NEGRITOS,O,APA,408.55,12.665,0,0,12.7,0
639,NEGRITOS,O,DPA,,0,0,0,0,0
64,NEGRITOS,O,APA,0.2,0.09,0,0,0.1,0
640,NEGRITOS,O,APA,0.06,4.724,0,0,4.7,0
641,NEGRITOS,O,DPA,,0,0,0,0,0
641A,NEGRITOS,O,APA,0.67,18.981,0,0,19,0
642,NEGRITOS,O,DPA,,0,0,0,0,0
643,NEGRITOS,O,DPA,,0,0,0,0,0
644,NEGRITOS,O,DPA,,0,0,0,0,0
645,NEGRITOS,O,ATA,0.94,29.49,0,0,29.5,0
646,NEGRITOS,O,ATA,2.65,232.056,0,0,0,0
647,NEGRITOS,O,DPA,,0,0,0,0,0
649,NEGRITOS,O,APA,3.3,56.825,0,0,0,0
65,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
650,NEGRITOS,O,DPA,,0,0,0,0,0
651,NEGRITOS,O,DPA,,0,0,0,0,0
652,NEGRITOS,O,DPA,,0,0,0,0,0
653,NEGRITOS,O,DPA,,0,0,0,0,0
654,NEGRITOS,O,ATA,0.5,13.856,0,0,13.9,0
655,LOMITOS,E,DPA,,0,0,0,0,0
656,LOMITOS,E,DPA,,0,0,0,0,0
657,LOMITOS,E,DPA,,0,0,0,0,0
658,NEGRITOS,O,ATA,1.32,41.674,0,0,41.7,0
659,LOMITOS,E,DPA,,0,0,0,0,0
659A,LOMITOS,E,DPA,,0,0,0,0,0
66,NEGRITOS,O,APA,0.07,0.004,0,0,0,0
660,NEGRITOS,O,APA,0.17,13.791,0,0,13.8,0
662,NEGRITOS,O,APA,0.77,12.57,0,0,0,0
664,NEGRITOS,O,ATA,0.06,40.368,0,0,0,0
665,NEGRITOS,O,ATA,0.55,36.105,0,0,36.1,0
666,LOMITOS,E,DPA,,0,0,0,0,0
667,NEGRITOS,O,ATA,0.35,15.939,0,0,15.9,0
668,LOMITOS,E,DPA,,0,0,0,0,0
669,NEGRITOS,O,ATA,0.94,33.32,0,0,33.3,0
67,NEGRITOS,O,APA,0.14,32.895,0,0,32.9,0
6706,LOMITOS,E,ATA,1.36,20.011,0,0,20,0
671,SIETEVIENTOS,O,ATA,0.67,1173.138,1173.1,0,0,0
672,SIETEVIENTOS,O,PROD,0.12,701.606,701.6,0,0,0
674,NEGRITOS,O,APA,1,20.87,0,0,0,0
675,SIETEVIENTOS,O,DPA,,0,0,0,0,0
676,NEGRITOS,O,DPA,,0,0,0,0,0
677,SIETEVIENTOS,O,PROD,0,824.919,824.9,0,0,0
679,NEGRITOS,O,ATA,0.43,10.692,0,0,0,0
68,NEGRITOS,O,ATA,0.18,38.441,0,0,38.4,0
680,NEGRITOS,O,ATA,0.32,13.103,0,0,13.1,0
683,NEGRITOS,O,DPA,,0,0,0,0,0
683A,NEGRITOS,O,ATA,0.06,94.173,0,0,94.2,0
685,NEGRITOS,O,DPA,,0,0,0,0,0
686,SIETEVIENTOS,O,APA,0.13,311.957,312,0,0,0
6872,PLAYA,O,PROD,1.28,25.102,0,0,25.1,0
688,SIETEVIENTOS,O,ATA,1.68,221.277,221.3,0,0,0
689,SIETEVIENTOS,O,APA,0.1,52.293,52.3,0,0,0
69,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
690,NEGRITOS,O,ATA,0.13,12.878,0,0,12.9,0
6921,CENTINELA,S,ATA,,0,0,0,0,0
6928,LAGUNITOS,S,ATA,0.11,22.454,0,22.5,0,0
6929,LAGUNITOS,S,PROD,3.24,135.269,0,135.3,0,0
693,SIETEVIENTOS,O,PROD,9.02,508.424,508.4,0,0,0
694,SIETEVIENTOS,O,APA,1.77,154.411,154.4,0,0,0
696,NEGRITOS,O,ATA,0.87,60.828,0,0,0,0
697,NEGRITOS,O,APA,0.16,4.91,0,0,0,0
6978,RAMON,E,ATA,7.9,0.582,0,0.6,0,0
699,NEGRITOS,O,DPA,,0,0,0,0,0
6M,NEGRITOS,O,APA,1484.32,46.014,0,0,46,0
7,NEGRITOS,O,DPA,,0,0,0,0,0
70,NEGRITOS,O,APA,0.19,6.63,0,0,6.6,0
700,NEGRITOS,O,ATA,0.04,99.17,0,0,0,0
701,SIETEVIENTOS,O,DPA,,0,0,0,0,0
702,NEGRITOS,O,ATA,0,281.337,0,0,0,0
703,SIETEVIENTOS,O,ATA,0.23,167.128,167.1,0,0,0
704,SIETEVIENTOS,O,PROD,1.22,213.249,213.2,0,0,0
705,NEGRITOS,O,ATA,0.07,146.652,0,0,0,0
707,SIETEVIENTOS,O,ATA,0.63,902.394,902.4,0,0,0
709,NEGRITOS,O,ATA,1.35,19.567,0,0,0,0
71,NEGRITOS,O,DPA,,0,0,0,0,0
710,SIETEVIENTOS,O,ATA,1.13,429.256,429.3,0,0,0
712,NEGRITOS,O,APA,5.06,13.315,0,0,0,0
713,NEGRITOS,O,ATA,0.19,13.994,0,0,14,0
717,NEGRITOS,O,ATA,0,52.225,0,0,4.3,0
718,SIETEVIENTOS,O,PROD,1.28,123.665,123.7,0,0,0
719,NEGRITOS,O,APA,0.61,0.249,0,0,0.2,0
72,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
720,NEGRITOS,O,APA,0.57,0.036,0,0,0,0
721,SIETEVIENTOS,O,DPA,,0,0,0,0,0
722,NEGRITOS,O,DPA,,0,0,0,0,0
723,NEGRITOS,O,DPA,,0,0,0,0,0
724,SIETEVIENTOS,O,ATA,2.77,1465.327,1465.3,0,0,0
7252,LAGUNITOS,S,PROD,1.62,105.086,0,105.1,0,0
7253,LAGUNITOS,S,PROD,1.62,72.506,0,72.5,0,0
7254,LAGUNITOS,S,PROD,1.68,85.368,0,85.4,0,0
726,NEGRITOS,O,ATA,0,67.51,0,0,0,0
728,NEGRITOS,O,APA,1.07,147.063,0,0,0,0
729,SIETEVIENTOS,O,DPA,,0,0,0,0,0
73,NEGRITOS,O,DPA,,0,0,0,0,0
730,SIETEVIENTOS,O,DPA,,0,0,0,0,0
733,NEGRITOS,O,DPA,,0,0,0,0,0
734,SIETEVIENTOS,O,ATA,0.42,1678.261,1678.3,0,0,0
735,SIETEVIENTOS,O,DPA,,0,0,0,0,0
736,SIETEVIENTOS,O,ATA,1.06,683.022,683,0,0,0
738,PLAYA,O,APA,0.19,0.04,0,0,0,0
74,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
741,SIETEVIENTOS,O,DPA,,0,0,0,0,0
742,SIETEVIENTOS,O,APA,7.67,0.62,0.6,0,0,0
743,LOMITOS,E,APA,1.03,9.661,0,0,9.7,0
745,NEGRITOS,O,ATA,0,137.76,0,0,0,0
746,SIETEVIENTOS,O,APA,0.06,29.921,29.9,0,0,0
75,NEGRITOS,O,APA,1286.68,39.887,0,0,39.9,0
752,NEGRITOS,O,APA,1.19,2.678,2.7,0,0,0
753,NEGRITOS,O,DPA,,0,0,0,0,0
754,NEGRITOS,O,ATA,0.52,154.132,0,0,154.1,0
755,NEGRITOS,O,ATA,1.74,28.116,0,0,28.1,0
756,SIETEVIENTOS,O,DPA,,0,0,0,0,0
757,NEGRITOS,O,ATA,0.32,43.626,0,0,43.6,0
76,NEGRITOS,O,APA,971.48,30.116,0,0,30.1,0
760,NEGRITOS,O,APA,0.16,34.027,0,0,34,0
763,NEGRITOS,O,APA,0.9,0.096,0,0,0.1,0
764,SIETEVIENTOS,O,ATA,0.19,43.063,43.1,0,0,0
765,NEGRITOS,O,APA,2.81,12.124,0,0,12.1,0
7651,LAGUNITOS,S,PROD,2.43,37.791,0,37.8,0,0
7652,LAGUNITOS,S,PROD,3.34,63.169,0,63.2,0,0
7653,LAGUNITOS,S,PROD,3.24,68.97,0,69,0,0
7654,LAGUNITOS,S,PROD,1.46,22.366,0,22.4,0,0
7656,LAGUNITOS,S,ATA,,0,0,0,0,0
7659,LAGUNITOS,S,DPA,,0,0,0,0,0
7661,LAGUNITOS,S,PROD,7.98,313.831,0,0,313.8,0
768,NEGRITOS,O,DPA,,0,0,0,0,0
768A,NEGRITOS,O,DPA,,0,0,0,0,0
77,NEGRITOS,O,APA,0.1,0.807,0,0,0.8,0
771,NEGRITOS,O,APA,3.3,0.099,0,0,0.1,0
7713,LAGUNITOS,S,PROD,1.71,46.304,0,0,46.3,0
7714,LAGUNITOS,S,PROD,0.26,71.721,0,0,71.7,0
772,SIETEVIENTOS,O,ATA,2.97,93.177,93.2,0,0,0
7727,LAGUNITOS,S,DPA,,0,0,0,0,0
7727A,LAGUNITOS,S,ATA,0.45,0.065,0,0,0.1,0
7728,LAGUNITOS,S,PROD,0.19,17.517,17.5,0,0,0
7729,LAGUNITOS,S,ATA,0.13,0.729,0,0.7,0,0
773,PLAYA,O,DPA,,0,0,0,0,0
7731,LAGUNITOS,S,ATA,0.13,16.104,0,16.1,0,0
7732,LAGUNITOS,S,PROD,1.22,42.094,0,42.1,0,0
7733,LAGUNITOS,S,PROD,2.43,84.884,0,84.9,0,0
774,PLAYA,O,DPA,,0,0,0,0,0
7767,SILLA,E,PROD,1.22,48.139,0,48.1,0,0
7768,SILLA,E,PROD,5.58,115.874,0,115.9,0,0
7769,SILLA,E,PROD,0.64,28.927,0,28.9,0,0
777,NEGRITOS,O,APA,2.36,0.211,0,0,0.2,0
7771,SILLA,E,PROD,0.97,50.812,0,50.8,0,0
7772,SILLA,E,PROD,0.64,22.498,0,22.5,0,0
7773,SILLA,E,PROD,0.64,29.529,0,29.5,0,0
778,NEGRITOS,O,APA,0.61,5.571,0,0,5.6,0
7788,SILLA,E,PROD,1.46,46.783,0,46.8,0,0
779,NEGRITOS,O,APA,0.87,4.117,0,0,4.1,0
7794,SILLA,E,PROD,1.71,32.107,0,32.1,0,0
7796,SILLA,E,PROD,0.92,23.122,0,23.1,0,0
7798,SILLA,E,PROD,0.19,4.725,0,4.7,0,0
7799,LAGUNITOS,S,ATA,9.17,1.87,0,0.5,1.4,0
78,NEGRITOS,O,APA,0.94,34.794,0,0,34.8,0
780,NEGRITOS,O,ATA,0.35,83.933,0,0,83.9,0
7806,SILLA,E,PROD,0.46,23.359,0,23.4,0,0
7807,SILLA,E,PROD,0.92,23.571,0,23.6,0,0
7808,SILLA,E,PROD,1.28,28.366,0,28.4,0,0
781,SIETEVIENTOS,O,DPA,,0,0,0,0,0
7819,LAGUNITOS,S,DPA,,0,0,0,0,0
781A,SIETEVIENTOS,O,ATA,0.86,915.079,915.1,0,0,0
782,NEGRITOS,O,ATA,1.16,25.811,0,0,25.8,0
7822,LAGUNITOS,S,DPA,,0,0,0,0,0
7824,LAGUNITOS,S,DPA,,0,0,0,0,0
783,NEGRITOS,O,DPA,,0,0,0,0,0
787,YESO,S,DPA,,0,0,0,0,0
789,LAGUNITOS,S,DPA,,0,0,0,0,0
79,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
790,NEGRITOS,O,APA,0.65,0.044,0,0,0,0
792,NEGRITOS,O,ATA,0.6,39.89,0,0,39.9,0
794,CENTINELA,S,DPA,,0,0,0,0,0
795,NEGRITOS,O,ATA,0.16,39.585,0,0,39.6,0
796,NEGRITOS,O,DPA,,0,0,0,0,0
797,LAGUNITOS,S,DPA,,0,0,0,0,0
798,NEGRITOS,O,DPA,,0,0,0,0,0
8,NEGRITOS,O,ATA,0.35,81.801,0,0,0,0
80,NEGRITOS,O,DPA,,0,0,0,0,0
800,NEGRITOS,O,ATA,0.31,20.424,0,0,20.4,0
802,SIETEVIENTOS,O,DPA,,0,0,0,0,0
803,SIETEVIENTOS,O,DPA,,0,0,0,0,0
804,SIETEVIENTOS,O,DPA,,0,0,0,0,0
805,NEGRITOS,O,ATA,0.33,54.823,0,0,54.8,0
806,NEGRITOS,O,ATA,0.4,16.468,0,0,16.5,0
807,NEGRITOS,O,APA,0.37,0.414,0,0,0.4,0
808,NEGRITOS,O,ATA,2.8,60.475,0,0,60.5,0
81,NEGRITOS,O,ATA,0.32,13.057,0,0,13.1,0
810,NEGRITOS,O,ATA,0.47,36.433,0,0,36.4,0
8101,ANCHA,E,PROD,2.58,27.056,0,27.1,0,0
8102,ANCHA,E,PROD,0.97,7.009,0,7,0,0
8103,ANCHA,E,PROD,0.73,8.477,0,8.5,0,0
8104,ANCHA,E,PROD,0.47,11.011,0,11,0,0
8106,ANCHA,E,PROD,0.73,11.04,0,11,0,0
8107,ANCHA,E,PROD,0.73,12.683,0,12.7,0,0
811,NEGRITOS,O,ATA,0.6,58.358,0,0,58.4,0
812,NEGRITOS,O,ATA,0.17,27.604,0,0,27.6,0
813,NEGRITOS,O,APA,0.67,11.331,0,0,11.3,0
814,NEGRITOS,O,ATA,0.43,12.347,0,0,12.3,0
815,NEGRITOS,O,ATA,0.2,31.285,0,0,31.3,0
816,NEGRITOS,O,DPA,,0,0,0,0,0
817,NEGRITOS,O,DPA,,0,0,0,0,0
818,NEGRITOS,O,DPA,,0,0,0,0,0
819,NEGRITOS,O,ATA,0.35,5.537,0,0,5.5,0
82,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
820,NEGRITOS,O,DPA,,0,0,0,0,0
822,NEGRITOS,O,APA,0.1,6.447,0,0,6.4,0
823,NEGRITOS,O,ATA,0.27,12.21,0,0,12.2,0
824,NEGRITOS,O,ATA,0.63,67.917,0,0,67.9,0
825,NEGRITOS,O,ATA,0.2,21.387,0,0,21.4,0
826,SIETEVIENTOS,O,ATA,0.13,48.588,48.6,0,0,0
827,NEGRITOS,O,ATA,0.13,26.101,0,0,26.1,0
83,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
830,NEGRITOS,O,ATA,2.17,15.172,0,0,15.2,0
832,NEGRITOS,O,ATA,2.67,11.706,0,0,11.7,0
833,NEGRITOS,O,APA,0.18,0.06,0,0,0.1,0
834,SIETEVIENTOS,O,ATA,0.06,59.301,59.3,0,0,0
835,NEGRITOS,O,DPA,,0,0,0,0,0
836,NEGRITOS,O,DPA,,0,0,0,0,0
837,NEGRITOS,O,PROD,0.43,48.093,0,0,48.1,0
838,NEGRITOS,O,ATA,0.32,14.04,0,0,14,0
839,NEGRITOS,O,ATA,0.32,13.971,0,0,14,0
84,NEGRITOS,O,DPA,,0,0,0,0,0
840,NEGRITOS,O,APA,0.29,5.18,0,0,5.2,0
841,NEGRITOS,O,ATA,0.94,20.349,0,0,20.3,0
842,NEGRITOS,O,ATA,0.1,24.209,0,0,24.2,0
843,NEGRITOS,O,ATA,0.1,27.553,0,0,27.6,0
844,NEGRITOS,O,ATA,0.2,17.373,0,0,17.4,0
847,NEGRITOS,O,DPA,,0,0,0,0,0
848,NEGRITOS,O,APA,0.58,0.08,0,0,0.1,0
849,NEGRITOS,O,ATA,0.73,79.278,0,0,79.3,0
85,NEGRITOS,O,APA,0.55,8.313,0,0,8.3,0
852,NEGRITOS,O,ATA,0.1,28.097,0,0,28.1,0
853,NEGRITOS,O,APA,0.23,25.393,0,0,25.4,0
854,NEGRITOS,O,DPA,,0,0,0,0,0
854A,NEGRITOS,O,ATA,0.58,26.63,0,0,26.6,0
855,NEGRITOS,O,ATA,1.26,36.807,0,0,36.8,0
856,NEGRITOS,O,ATA,0.37,26.793,0,0,26.8,0
858,NEGRITOS,O,ATA,0.03,15.076,0,0,15.1,0
86,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
860,NEGRITOS,O,ATA,0.3,23.107,0,0,23.1,0
861,NEGRITOS,O,DPA,,0,0,0,0,0
862,NEGRITOS,O,DPA,,0,0,0,0,0
863,SIETEVIENTOS,O,APA,1.29,16.48,16.5,0,0,0
865,NEGRITOS,O,APA,0.37,0.011,0,0,0,0
866,NEGRITOS,O,APA,4.43,0.133,0,0,0.1,0
867,NEGRITOS,O,APA,0.03,5.176,0,0,5.2,0
868,NEGRITOS,O,APA,0.03,20.496,0,0,20.5,0
869,NEGRITOS,O,ATA,1.23,43.11,0,0,43.1,0
87,NEGRITOS,O,ATA,0.2,14.86,0,0,14.9,0
871,NEGRITOS,O,ATA,1.23,39.277,0,0,39.3,0
873,NEGRITOS,O,ATA,0.17,11.43,0,0,11.4,0
875,SIETEVIENTOS,O,APA,0.57,1.741,1.7,0,0,0
876,SIETEVIENTOS,O,APA,0.06,0.652,0.7,0,0,0
878,NEGRITOS,O,PROD,1.49,54.944,0,0,54.9,0
879,NEGRITOS,O,ATA,0.67,26.171,0,0,26.2,0
88,NEGRITOS,O,DPA,,0,0,0,0,0
880,NEGRITOS,O,APA,0.13,10.559,0,0,10.6,0
881,NEGRITOS,O,ATA,2.7,17.627,0,0,17.6,0
882,NEGRITOS,O,APA,0.39,0.012,0,0,0,0
883,NEGRITOS,O,ATA,0.17,126.412,0,0,126.4,0
886,NEGRITOS,O,ATA,1.27,97.815,0,0,97.8,0
887,NEGRITOS,O,ATA,1.33,164.842,0,0,164.8,0
889,NEGRITOS,O,ATA,1.29,44.258,0,0,44.3,0
89,NEGRITOS,O,ATA,0.29,36.587,0,0,36.6,0
890,NEGRITOS,O,APA,0.29,15.485,0,0,15.5,0
891,SIETEVIENTOS,O,ATA,0.84,478.269,478.3,0,0,0
892,NEGRITOS,O,ATA,0.4,43.724,0,0,43.7,0
895,NEGRITOS,O,ATA,0.2,22.619,0,0,22.6,0
896,NEGRITOS,O,ATA,0.43,64.943,0,0,64.9,0
898,NEGRITOS,O,ATA,0.37,27.376,0,0,27.4,0
899,NEGRITOS,O,APA,0.68,15.476,0,0,15.5,0
9,NEGRITOS,O,APA,1484.35,46.015,0,0,0,0
90,NEGRITOS,O,ATA,0.35,50.634,0,0,50.6,0
900,NEGRITOS,O,ATA,0.81,11.878,0,0,11.9,0
901,SIETEVIENTOS,O,PROD,2.52,404.052,404.1,0,0,0
902,NEGRITOS,O,ATA,1.61,34.567,0,0,34.6,0
903,NEGRITOS,O,DPA,,0,0,0,0,0
904,NEGRITOS,O,APA,0.83,0.025,0,0,0,0
905,NEGRITOS,O,ATA,0.8,53.987,0,0,54,0
906,NEGRITOS,O,ATA,1,107.038,0,0,107,0
907,NEGRITOS,O,APA,0.1,0.218,0,0,0.2,0
908,NEGRITOS,O,APA,0.68,0.021,0,0,0,0
909,SIETEVIENTOS,O,ATA,0.03,869.195,869.2,0,0,0
91,NEGRITOS,O,ATA,1286.65,39.886,0,0,39.9,0
910,SIETEVIENTOS,O,ATA,0.39,138.697,138.7,0,0,0
911,NEGRITOS,O,ATA,0.13,13.077,0,0,13.1,0
912,NEGRITOS,O,ATA,3.52,93.052,0,0,93.1,0
913,NEGRITOS,O,ATA,1.63,25.171,0,0,25.2,0
914,SIETEVIENTOS,O,APA,0.04,346.713,346.7,0,0,0
915,NEGRITOS,O,APA,0.06,8.757,0,0,8.8,0
916,NEGRITOS,O,ATA,1.1,101.202,0,0,101.2,0
917,NEGRITOS,O,DPA,,0,0,0,0,0
918,SIETEVIENTOS,O,APA,3.87,33.969,34,0,0,0
919,NEGRITOS,O,DPA,,0,0,0,0,0
92,NEGRITOS,O,ATA,0.48,35.263,0,0,35.3,0
921,NEGRITOS,O,DPA,,0,0,0,0,0
922,NEGRITOS,O,DPA,,0,0,0,0,0
923,NEGRITOS,O,APA,0.1,6.275,0,0,6.3,0
924,NEGRITOS,O,ATA,0.77,17.622,0,0,17.6,0
925,NEGRITOS,O,DPA,,0,0,0,0,0
926,NEGRITOS,O,DPA,,0,0,0,0,0
927,NEGRITOS,O,APA,0.52,0.016,0,0,0,0
928,SIETEVIENTOS,O,ATA,0.84,259.982,260,0,0,0
929,SIETEVIENTOS,O,ATA,0.35,31.499,31.5,0,0,0
93,NEGRITOS,O,ATA,0.35,46.42,0,0,46.4,0
930,SIETEVIENTOS,O,DPA,,0,0,0,0,0
931,SIETEVIENTOS,O,PROD,9.02,556.463,556.5,0,0,0
932,NEGRITOS,O,ATA,0.23,2.917,0,0,0,0
933,NEGRITOS,O,APA,0.35,12.283,0,0,12.3,0
934,NEGRITOS,O,APA,0.63,32.606,0,0,32.6,0
937,NEGRITOS,O,DPA,,0,0,0,0,0
938,NEGRITOS,O,ATA,0.48,8.091,0,0,8.1,0
939,NEGRITOS,O,ATA,0.39,8.998,0,0,9,0
94,NEGRITOS,O,ATA,0.35,65.048,0,0,65,0
940,NEGRITOS,O,DPA,,0,0,0,0,0
941,SIETEVIENTOS,O,DPA,,0,0,0,0,0
942,NEGRITOS,O,APA,2,0.097,0,0,0.1,0
943,NEGRITOS,O,ATA,0.14,16.736,0,0,16.7,0
944,LOMITOS,E,DPA,,0,0,0,0,0
945,NEGRITOS,O,ATA,0.23,9.451,0,0,9.5,0
946,SIETEVIENTOS,O,PROD,1.68,55.946,55.9,0,0,0
947,NEGRITOS,O,DPA,,0,0,0,0,0
948,LAGUNITOS,S,APA,2.7,9.698,0,9.7,0,0
949,SIETEVIENTOS,O,APA,1.57,5.191,5.2,0,0,0
95,NEGRITOS,O,ATA,0.61,42.317,0,0,42.3,0
950,NEGRITOS,O,ATA,0.48,16.446,0,0,16.4,0
952,LOMITOS,E,ATA,0.19,51.72,51.7,0,0,0
953,LAGUNITOS,S,DPA,,0,0,0,0,0
954,NEGRITOS,O,APA,0.68,17.958,0,0,18,0
955,LOMITOS,E,DPA,,0,0,0,0,0
956,NEGRITOS,O,ATA,0.32,13.434,0,0,13.4,0
957,NEGRITOS,O,APA,0.65,0.143,0,0,0.1,0
958,SIETEVIENTOS,O,ATA,0.33,74.504,74.5,0,0,0
959,SIETEVIENTOS,O,ATA,,0,0,0,0,0
96,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
960,SIETEVIENTOS,O,APA,0.23,11.807,11.8,0,0,0
961,SIETEVIENTOS,O,APA,0.9,1.511,1.5,0,0,0
962,SIETEVIENTOS,O,PROD,0.22,220.739,220.7,0,0,0
